6a6bb6a8378aee900dbc832189483535_0_3 8,7,14,3,29,31
fe8504cbeef868224086ceb67c9fe7fc_0_4 29,14,8,31
9c97f968539c18ba06ce8f08d512b4a3_0_0 20,11
67048706fe6fe4d678ef225b7890f0c3_0_3 20,8,11
74882c0a79b50349a722b34b9b0125d2_0_7 0,26,9,28
efe5055b8e6288441ab4f236b21b3ffe_0_51 8,18,11,20
e9156e05e795cbff214a8cb5be108294_0_1 9,25,8,21,26,29,2,0
f8e00ce276fd8c223615d2da51cd2f7d_0_0 29,3
6b99f49b82b56f9901620a8d818ddf21_0_3 14,31,16,3
0fe2b2a527c5ca9128a3c41b92dbecaa_0_1 18,20,11,8,15
1f369b822d0070fccb8eb544c679d97a_0_1 8,3,7,22,9,16
cd606cb3d6c73f58075df427ae55b0a7_0_4 3,16
9e5b711f7e95cdbd5cf069896f7c2c97_0_11 8,11,20,18
dc523df8fccc07d9de7e9c4dd3efd3fe_0_69 8
feb4177ea55e71d5e6ba64314d77dee6_0_9 14,8,3,18,29,31
d2a134e14360b4c06bd30378159df79d_0_174 3,8,29,18
94a298bce294e0668d71d02b7fbf551b_0_5 3,18,8,16
8d0baaf2342218ffbfda4f8eacf7025d_0_30 25,9,26,0
8c6df430b0c9bde4479934b8fe194684_0_1 29,8
1b77a764fad95c4c59e50cae1742bd5c_0_2 16,7,3,31,29,18,11,20,8,14
c163d1bffad5415dd767534e50dae258_0_12 3,16
a137383449206dbe025e41885144dc4f_0_9 29,16,3
53aed492cb24ac227d1557063e0d7063_0_12 20,8,11,22
278c030db302d3fe0ad01aa3cde9b8e5_0_0 29,3
5adce29f022596c0250dd8eb471d5914_0_3 3,29,31,14
9a5eabb23cb014ca051bce664c7b2ed3_0_0 8,18,3,29,16
f365caf37ec833562037e7bcea543d9f_0_6 8,31,29,14
e912aa5b7f615ba964892537c45aaf6f_0_2 11,20,8
35ea7cdb3ef9ca5a5f9504ce3482e5e5_0_0 8,29,31,14
81cc398568c6993bf6c343172e32b782_1_6 18,22,8,5,3
a654a95bfd87207067ab0af3e60cb693_0_7 29,20,11,3,8
41c3604aec626a236b9170a35db856f8_0_1 5,18,8,20,11
a910e59dec8e109f3abd00c638afdb16_1_7 3,16
abaeceeed68738193b15a94cedf4db1e_1_1 9,28
64e331d817a53d5d06eddca1aa377ccb_1_1 14,3,16,31
a4ee63a6d1fcacf7759eb9ee9ec7e465_0_3 13,0,9,28
c346014f8eae8aba3bd3dd6e99655b7b_0_6 9,0,26
5d490e300c2b16080af8d726b513ba48_0_0 16,3,8,18,29
5e267411f948a6948559b33b0a03e37c_0_0 3,29
29eab295c257844236e84ab8c805459c_0_2 9,22,8
906d313834ebd85905fe595889b9de03_0_22 8,9,29,14,31
a1dd5b0f7f9a6a9dff40cfa2dd2a2291_0_51 3,29
4ee7898b1cab203a5e5b3168bfe310aa_0_3 18,2,21,8,9
673d89314e2d6915f4e98ca3d0aa82d1_0_14 0,26
b524794b841b6a606766eb9ee128dac8_0_5 7,8,29
54139a19c967bb4e911ee2b0fcebde7c_0_0 8,0,25,13,9,28
9faffb25f19dda0a49882831fb02beb1_0_3 29,14,8
b3d455b46152b04f1ce2351d15296eac_0_2 3,16
9080768a9c51348241212011e4d093dd_0_5 8,18,30,9,1,26,25,0
64b9bc66ecea1ce34ebb588e6e94ae51_0_1 3,29
a7b2a1c569e1f27680627b9cf67f1ba4_0_25 8,14,27,6,29
f2bc41660f9b7c798a2c403e19c40051_0_1 14,29,31,8,3,16
3b1235e4bc04f0ef16d2a9af8d167620_0_94 18,20,22,31,27,8,11,29,14,6
30aed718ac2807c5f2708cf6f4ed4b75_0_49 29,8,9,3
fc5547338277ddcffdcfb308e8e413b9_0_0 18,9,3,29,30,8
d7550094625cefc9686d043f8ce60fff_0_5 11,8,22,20
968c41db9e69fd59b6cd2a8105207820_0_11 2,7,8,18,29,22
f50ee19095a9db04bf5f0d123ed4529a_0_8 3,16
294b8107d319664b4eaa7318dc4abfc0_0_1 18,8,22,20,11
aeefe3e61cf3818e7fcf1181ccbc674f_0_16 29,8,3,27,18
2c13f9166818a17032720608b30dabe5_1_13 29,22,11,8,18,7,20
791e1d9d9e36c14f5390d4b4aa39fb1a_0_0 16,20,29,11,8,3,18
a04f42f1ab3549b788314012f07b4657_0_5 7,14,31,8,29
0606dc8c679762bd1c3dd36a6bb52d74_0_10 28,26,0
559dbaaf2f6d8de16ce7bdb2f6fbf59f_0_159 18,22,20,8,11
7064200b68d490105ef0df4276646520_0_1 9,28,26,0
c62ce15977a3ffdd2b78416d31d019cc_0_0 21,2,29,8
e544e70b15448d04b37dff3b30ea2829_0_19 9,28
04e5bbf5280f48a38eebc11f797bf44c_0_2 6,27
0fafaffd833905959aa9b798a3bb8f8b_0_9 9,0,28,13,26
01138f127690f4a5d86e1c0f48b1a52c_0_0 30,9
d2a134e14360b4c06bd30378159df79d_0_215 9,26,0,25
907caddd52338a25a928093e3ebc0073_0_2 16,29,3
d73fde02bf956eb212e8f8b1c9685312_0_0 20,8,18,11,15
7830bb1cdf2987b590646334593317a5_0_2 15,20,11,8
875d40c5cb0d58ac77aa36d1fbfceb4c_0_2 31,14,29,8
a5219800fa90ea61282b1d4b7c56efea_1_175 29,3,16
193c18ed3720d76a117143afa9d8f690_0_5 29,8
317ba68275e5d7b8e4f883d88bdd21c3_0_1 29,3,31,14
6b9c3013d6133ea0d56db5956a3bd79f_0_1 31,18,8,29,14,3
23de64e5ef9db4775881ff69d959367c_0_83 20,22,11,8
1721b862a7746f1f14011696e36a1639_0_1 8,18
06185b5cfa39ca4572c09d9900a64df5_0_17 29,31,14,8
02c00837f697333fd7293f01d7ea3fff_0_4 2,20,31,14,21,8,29
9fa6c574192bd1ff292350d992aea92f_0_49 16,3
003382963ca7bed6b9c7110a3275e061_0_4 8,29,7,18
f494fbee79ccb0ad41cb765e8ec8ec2f_0_5 18,8,14
609f7491d5ba0d64720f7c162a528279_0_12 8,3,29,31,18,14
0160c2c44f13e5c6d5e817847edd5f93_0_18 3,29
271f6344400c9a4997d2a4f79ca9a1c7_0_5 3,16,29
61ec08fbd51458a5ffab3bb66b7f7510_0_0 8,29,6,7
387832cceb1cc2f2ab8a9b4f7027a2d2_0_13 20,29,3,16,8
dcafa048837387db8aeab06838082eab_0_2 18,29,8,3
1b6745033367b61b6ab189ccbac4e27f_0_11 7,29,27,3,4
ac4a252a69c7bffe6c36c81bc731598b_1_0 31,21,14,2,18,8
4bb2f423f5c94333245c1951967a0ff2_0_0 9
9fc860567251c184636cd3a92d410018_0_0 10,31,29,2,8,14,6,19,21,7
98015b17751691cdb461d4f4af682bf9_0_11 22,8
19e2a542bf679dedeed4b4b7fbc82978_0_2 8,14,31,29
b8d9dd6f44fe045495e14424d61bf62d_0_5 9,25
9ab3ba54e5fe974c7aadb6c9860aa335_0_23 20,11
902a326c7f13697e433c2b3de7ce12e5_0_0 3,16,29
9a51e8ebf60030820208129a27f9cac5_0_61 25,10,0,29,8,18
a4b51d4678522735cf51c2f2662a49bd_0_1 26,0,9
8377578df72bd9cf1c24f0a96d3a0ac6_0_0 14,3,29,8,18,31
3c83661e4f00e953a6e34c18a8aca14c_0_1 22,16,11,3,29,20,8
654ae5075419f9f67fc2828d6ff1de58_0_0 9
58337749d90e898ad21eb4887c4e491a_0_4 30,8
754a63334dcf150467f442229809786d_0_2 11,20
9287067f95babb1e437048756e855e34_0_0 18,21,3,8,29,2
1a1a634b69cbe58c27a600d4721b80d1_0_0 18,7,29,8,3,30,22
0dbb2b94a7106ff44cebfe60727e5928_0_3 8
ddcec2b0cf05e7cb9d007409cb184192_0_50 9
f0d18f89acc06dc76110bd1279293ee3_0_8 16,3
705bf37fa4c109b6f7ca60c2ac125892_0_0 29,3,14,8
34dce64f7eb9615f1466deb9471c2c2c_0_35 16,8,7,3
24f5322fc06d47833039f98c3aede954_0_9 20,31,29,8,14,3,18
c1b6907c593c54c64bc30179c2cad455_0_3 8,30,3,18,9,0
1baef47ebb047047a21ea720049ea2ad_0_2 0,1,26,28,18,8
5ab78059fe67fcf65167ddafeeb10dca_0_12 9,26,0
e3d9f25eb0817fd56506024eae21618f_0_1 11,9,20
35ea26e137050da8366e012abccdfb72_0_68 8,18,11,20,9
35a37bce6f19967a2d510589941d9e45_0_21 8,26,9,1,30
335a402d06d404621acf805b8c2541b7_0_2 3,16
c3df02bc5396b5258b8a68eb3da147fd_0_4 8,14,29
142a7d64bc57d6668f87df47a033d771_1_3 3,16
68312e79b88513c6d664d92c5ed80c10_0_8 3,16
6dfbf677bb3b1a0966e4830551fbb073_0_4 9,28
5639b1b8791fe1b74f7dff18d52a0ff2_0_0 29,14,7,10,8,3
c11b5b413754e8a23dd11caae6faae06_0_4 3,16
55c7f135fe41ecd4be9cbef52e0299ba_0_0 8,29
3be177c958991e251f349c14a9e5464b_0_1 15,22,8
9e2555128d88c1c1f593940206a850f4_0_0 11,29,14,8,21,31,3,20,2
81a0667c12df16f8a07ae181da039a16_0_7 9,25,0
5310d8efa4d081a9a033ebab98fdd971_0_16 22,5,4,27,8
d9fee8cad2f0fa8e1dcbfd796a49a475_0_0 18,8
a8ef80c21f2a0ad81d9a6fd2a7143cb2_0_2 26,25,9,0
7bba113427b1bac6551d6074850504be_0_4 30,8,18
d211e594643c042e79473af103e7a5f1_0_3 9
f090cc155ed427a4b6558ff8ba7b0636_0_131 27,22,8,11,6,20
9eaf7995ea8f147d691f82ce66feb4c7_0_85 16,3
9098d1af6405dfbb3d1e42eb4534e350_0_5 16,3
17a0bb69918837b6950cb5046f7e2dba_0_1 3,29
283c59e99edcb70ee3d6a6811c48196f_0_0 14,3,7,31,29
1ff394b9d0a0c3f5aeff4dea2821a839_0_0 15,3,20,29,11
8aa824d0a0e9dcbec98494e0180a3a9a_0_2 14,31,7,29,3
e4d9f6679fd1f56982fa997d8831d975_1_0 3,29
3d4d2e5889ac55521ceb4eca65b68389_0_5 8,29
380e4bf9511ca5393a9e7e4e76f94979_0_5 27,29,5,8
ae4a5752214c3e2ee92fca2b6d889f1b_0_23 18,20,8,3,16,11
4e5ad6f2154ef9169c98618f03520059_0_5 9
f85c2687ce71d048a4649258a9faccf8_0_12 22,29,20,8,3,11,23
baa8c96a0acdca253c1c73a7228305c9_0_9 9,0
2de9798acd4d393326b7366ff1790ae6_0_0 3,27,6,29
8fab1db8757e6458b394bdf534c78419_0_16 14,31,7
949f0cb869c3de3f928b95cebe2d3ed8_0_6 11,20
de984be85dabaeea7a98c9d88502b4f9_0_7 8,29,23
df219809165481e7118bb2bae07e727f_0_0 8,9,11,18,29,20
d46c11da4151d211cbaef843c64c6d23_0_0 29,8,10,14,2,3,21,31
f45c17e54d2f20ec3a95ee3427fa2b43_0_42 11,16,3,29,8,20,22,14,31,18
cf5fe4dc4697374eda4e8a73f62312eb_0_0 30,8,18
8486583c13321b12f6bf7c19dea22a29_0_1 31,8,14,29
6736e0087654a0330a236dcd99cd4b81_0_0 18,9,8,25,26,30,0
afc9e81c7026d1b2187e5dd630d3d99f_1_3 16,10,3
21c36371b690f778a60e38829ba76acf_0_24 29,31,8,14
0f2d6177d64e8b9659282a95da3c4f2d_0_0 
ddcec2b0cf05e7cb9d007409cb184192_0_6 20,11
bb43702c5150572a577213e793c47602_0_8 21,16,3,2
56d9aae11428d1c3858deb24eb21abed_2_0 7,3,29,8
a1fa109cfef6cc3a9d94692c8517ceb6_0_5 3,8,29
50d0c84af2d69abb4a67d4762167e38d_0_3 20,29,11,8
6e20b6309ec8ae856de52df529808fe2_1_2 18,8,22
709cc96016597843a44a97a9ff267731_0_0 9,22
575684ff9cb874b00eb1a6329662fd17_0_3 18,30,8
44fbb795c3968adb15fe6b7a522fdeb3_0_53 22,11,20,15,8
d44a84242cfa435033e789ae51842d7c_0_1 9
a7e868048e264d318d7f4f4608132b35_0_0 9,18,8,22,16,29,3
e52d2b82cec9e8ece03f68c1b3c044b9_0_0 26,1,5,18,22,8,29,9
ab517acdef7489c1371983d5bdceab5d_0_0 26,28,9,0
375a020c51fd6595169f49e513553ee5_0_73 3,16
29d7ed4f8e5d32543a6cc7236aa3227e_0_3 3,29,20,11
a5a2fb1bec27022312450589cbab0fb9_0_1 16,3
55f137ff43d8dd889fef00204c2f04b1_0_3 7,16,3
d36914b5142fd7880b23f9767cc99305_0_0 3,14,31,29
f21df53bf5bb48ce6d3a2ab741382549_0_8 3,16
61760cf42e47350b2a64bfce3da9d910_0_3 8,20,3,29,22,11
d583900b609419e4a6bf98407393cb24_0_7 9
eb47b2a54c8a041fd8262085e730a179_0_0 25,0,9,26
033d590c72079114c8887f10e5db5be5_0_1 9,0,25,17
fdd760fdd95d5426fc13008b51f0f6d1_0_5 9
588f9c28b6e51f7b48db06546040c9a1_0_1 8,6,14,31,27
997fea541e40dc52a132b6ef3cb1a684_0_8 8,21,29,20,22,2,18,11
923e031a0cd34e078bc6ad13b5781e18_0_6 29,5,3
2e232fe371b614f611c23e756410303f_0_0 14,3,31,29
d5738269e5c9caeca0c94a3b9bd80da5_0_89 8,18,3,29,21,2
f3fe43367c2b7ef7973303ad5477f493_0_0 16,3
39d920387e3e8d92a2f81bdc1449b731_0_47 8,29,18,3
40f7f1dd53a2630e962139cdbc520fac_0_5 18,19,6,26,8,0
e59d43c8980b61605ff26b500afa9ff9_0_1 3,16
8c0c1213c18dd58e187b53c4013b4794_0_0 29,31,3,14,16
052ac7d0b5d1e76b971ef0e78fc344da_0_71 8,9,20,18
76120ed59e1f7240cdd9339772614d06_0_0 31,3,29,14,7
981d6bf8d77b8fb44e9d135e11daf8e4_0_0 8,3,2,18,7,29,16,14,21,31
f6287d898b26dac1cdb3b9744073748b_0_6 8,22
13627d2ff0cb0d7d0e665e92f5d82819_0_1 8,20,18,22,11
d989fa1ef2f087b7eba789ed81d8df6c_0_0 3,29,7
2ca2536580f50c754616618ff08462f9_0_5 9,0,25
b0608d49ce7d4af735950faccdf9cfb3_0_3 8,18
bd56dbf600a6d27472324b8b9a63fd15_0_3 8,18,20,16,3,11
be9ceafa2782182b6156afadbc82210d_0_5 18,8,20,11
f41948b8c0df27abadc66e5eae3d1698_0_3 9,25,0,26,12
23dce92d106a7e2b76ac1004081b0d27_0_19 8,29
deaaff6c3af95668d477575cdd0a2efb_0_8 29,8,3,18
390e2f4def4423cee2d9d9c8cb75aedd_0_4 8,3,29
3038426e124d07b1ec7648b2c6d415a4_0_0 8,19,31,3,6,2,21,14,18,7,29
d68cc34af7c5833c854857c1bf33dc31_0_1 5,18,8,3,16,29
3b15690437e73761e6bb7ab01b1244d3_0_0 22,15,8
dcf0f8ee459d7233d450134f5a27a0c5_0_1 16,3,10
5963951b90793247fd9fe226b60ac28d_0_1 26,28,9,0
b473ef4e4ac42d1e6753f9c63fc932b0_0_7 9,5,0,26
e9f387b01a92c94004ca0297fef3201f_0_0 9
32d48af5ba372db31aedc65072f836c4_0_0 29,8,7,18
5bdfe45729c9792989824439bc4a6732_1_15 18,9,30,8,29,3
33c939e69f88c645669f3bb71490ccff_0_30 28,13,25,9
df765b0f822f7fa92960f2c98789396b_0_0 16,3,11,8,20,22,18
1899e4ee95ffdce9a8424948599c0893_0_3 29,18,8,9
80b7375e033538acad82ea056947fe69_0_3 18,29,3,7,8,31,14
10b8a9fb65de6394b661356ee66cda99_0_36 3,16
9d26197233461ec83a0b106be76a1f20_1_2 3,16
c3d53d26437d629eebd72dccd50ff22f_0_44 14,8,18,31,16,11,20,3,22
d20d275e46869aa9f2d7136a0d53e746_0_5 8,11,18,20
beb9da665e682074f4d9ad35b92850ac_0_2 3,7,29
5ab78059fe67fcf65167ddafeeb10dca_0_2 21,8,16,3,9,18,14,31,2
b3fd68297983bccb021f485d636011b1_0_2 8,18,3,29
cf17a6d48a84d5a892e5b996d5a9790f_0_1 3,14,29
5490661cb7c8ab08df1064ebc77bce9d_0_3 28,9
b1ae1c4a29aa87a85a282d4d21b13744_1_2 2,16,21,3
c5655c8a5ea6cd53b3919f06e6a579fd_0_3 7,2,8,21,29,18
be383cde0f12729af74c45bff835f38d_0_7 0,9,26
3b5af1fd3e2c073375fa072899b52e10_0_7 16,14,31,3
00ced72d2a6300caa71e814c81bd9cda_0_0 21,2,18,26,8,30,1
1c9460f19f29cd819a9223b712642d9a_0_0 29,31,11,3,20,14
ea47a0d2f9c97b2aca2a145a72d1051c_0_9 8,11,18,20,22
bd725841caa5d79b2a0febb2d0d86184_1_1 16,3
ba82ac2481be7e0de8c1ee901ee02b24_0_2 0,9,25
c88c04f078d4e470db087b0f9673e64d_0_3 9
c313554609f0e8d3c412b2651a84bec4_0_12 18,8,7,14,11,22,31,20
064ec1097167c5a81110847b881f2125_0_27 29,6,11,27,20,8,30,18,9,3
4f3b2772c96b111a6caa227f1326906c_0_47 28,26,25,9,0
009da17ff8871e4e1e518c785c75dd28_0_1 22,3,8,16
26adac8d9822755c132ba73e0b489871_0_22 25,5,32,9
f0d8cd8671933b5613221525d3056cbe_0_2 16,3
64203bc4cb0e6223efbc31af22c5ad6e_0_0 3,14,16,8,29,31
fd17c2d5b9174e4f9158148c730447c3_0_0 23,21,5,30,9,2
f08856036a13dc00b53f30fc090068f0_0_0 8,18,29
ef5b72b670698eaca03337cee6fabeb2_0_0 30,14,18,3,29,31,1,8,26
7102879241147a91e4792a07878f2591_0_0 9,26,0
06e7d1346f11e16789178aa97d8d70bd_0_1 9,26,0
e3fa1c9a92a287099dba0e90820ee622_0_116 14,31,22,9,20,29,30,11,10,8
c1cdcbce05c8d5e751a58bc545798b3d_0_37 29,20,16,11,21,2,3,8,18
46496ea91e2df33cc5d5de29b39276a9_0_0 7,29,14,3,31
9f8ba65dd535c6139c5c83be627b8485_0_2 0,31,25,9,21,3,14,29,8,11,2,26
b53d545570a87512878be280fa5dc3f9_0_4 16,3,9
512c90e3609081f5f16d3863261b91be_0_6 30,1,5,8
5fd2151e6da08a8aed0b7025785facd0_0_0 11,8,16,3,22,20
3263a5260233cede683884af8b20fca0_0_46 9,17,28
7e964c9c5ecd7b6a87849b2f24bc947b_0_4 9
fe03d63cc9b4da9e8854f2128bd2258a_0_80 11,22,18,20,8
af093c8d2aa519fd05f51c0bfcd25e64_0_8 2,8,18,21,3,29
62602c55add90ad6b3a8b94cd45dba65_0_4 29,3,16,18,8
f2278e2348f375575ec221b3dde4f996_1_1 8,16,3,29
fd60e1720a5bbc94e97cdbe97b68b869_0_7 3,8,14,18,7,29
101d9712208b70a7a9ad4b260e80015a_0_7 7,8,18,29,30,3
78626b31102fb7d4d33aaec2faab7edf_0_1 30,18,8
dd15e1d3b16a8241e29c227f8cb38981_0_2 29,8,14,31
1ac83444674714663d9c22f6733ef674_0_0 11,18,20,8,29
3ba2a4ef647ed2024b58e28a2e03a51a_0_0 8,31,29,14
0dae3988df9c7581f585e6cb5ab4f6b3_1_2 9
7612fb728d4280d384c16701f7509bf7_0_0 2,8,21,29
d332978375f6efab7786a1c256ea01bf_0_153 29,3
50b9b95871255d02fd00aad6ef5deaf9_0_8 22,8,20,11
d5f666956e548d5f78ce0394866c9096_0_121 14,31,8,29,22,7
0d7ce0712429fe7458eebfbe208d7569_0_6 14,8,29,31
0c31715e3273dae1b18497b63e505412_0_2 29,8,14
768ef63542be419688aba069fd7ece9d_1_19 8,15,18
3a35857dee5a5a9c71f5d08796d780f9_0_21 9,25,0
0134748166d15e65324126a5fd02e8e4_1_3 30,22,18,29,11,20,8
fcf019e853daee7187ce458abfc2ec44_1_1 11,20,9
0430a2841b6545d7aac7fe0accd63986_0_0 8,11,20
f0e893d3c472252a098863a665e603a0_0_3 29,3
1f496c1bf4f311ea500caaa5b6595802_0_5 29,3
1accc6b6723d933d15161c2abecf61ae_0_130 13,28,14,26,29,31,3,0,9
a49938dbe6174ba280f4b31feceac6e3_0_2 29,7,8,18
7d1a22497588743db6e346443dfca0db_0_0 18,8
76ce9d977c4b4c786bab7e9c5d42ad91_0_2 8,16,29,18,31,14
70586e71efdf2ea7994d9bebde932d3b_0_4 3,31,7,14,16
e5546384718569e6221673002e9c156f_2_13 29,3
3aa7d1bd2a17c6f14f568b0ea193559a_0_7 8,6,20,22,11,24
dc2ac7fbdcaf24143ea03d9ba76a768b_0_0 9
4392f4eedc3f22066b8725d5b510156d_0_0 29,8,18
e442c931d7e5b8c56b9c0523a619c21e_0_4 0,28,9,26
01399b966564a5e7c4a9cfaf2af02c73_1_0 8
b433869371309b4809ba504b9d49d16b_0_1 8,7,29
7b93d626b2bff822d71950d3a915793a_0_0 8,18,29,3,19,10,6,30
1ed39154ea4216cc31fc0a5bfe774107_0_6 8,3,29
205c3a8193360169dc3300076f667757_0_10 3,29
120d4f1e8d877c9cbf2dd3b63e9c6b48_0_58 21,8,29,3,7,2
077dc0d9846cdc0cb6be54d639258915_0_0 14,3,29,7
ba2caf15cccd3206de4d47c43cb2a58f_0_8 3,7,16,27,4
7d8af53b40284a7e0c0ebbcd09316602_0_3 21,8,3,2,29
7d5bb831071c041a5819a238bfd02b93_0_9 11,20,5,15
cae4390b4da33c6b9ccbb57544c05d19_0_5 0,1,26,9
80ec1a328491d3f6683aa9a6ea90f78d_0_7 16,3,32,5
4dc9328ac12b0cd8f3edff5cc886f3d8_0_0 29,3
250a28ba22db8b680bf6fd598e72943f_1_0 29,14,8
9a68f9fd43cd2db21bbc3eb0c6e801b6_0_0 7,3,18,14,10,21,2,8,29
9ac40b099694cf104e5e4f273cd979e6_0_3 3,16
506f3b57e5a6b61c74738cdbb96f05ff_0_5 20,8,11,29
c130c77adbd823a084765aec84fff547_0_3 7,29,3
bf3581aab3d444f20a7b764a315aa075_0_3 3,6,19,29,8,18
addd724642b16cb8248da7d53aa6a9f9_0_3 18,30,8
12eb17408eb6233665f85f42daf8fc7e_1_0 9,8,0,26
801157d30a7b1e7b43c236010872a99b_0_2 3,16
3c9293c5cb67cc0e9d009cffac90bc56_0_4 26,8,9,18,14,22,30,0,29
3be177c958991e251f349c14a9e5464b_0_5 9,25
8ec143b2951d65458092b7dd7114bb7a_0_7 8,28,29,9
4b8eea2fe22061720cddc8c1d658cc9c_0_59 
506f74b263e6f221e867d9aeb9701651_0_8 9
82d1674676fb0fdbff10b96603bfdeef_0_6 9,15,0,11,20
bc78b36216961096ad906d3ffd67f8a6_0_9 11,20,22,8,30,21,2,18
b41ab8fab989e8975865eb601f8da5df_0_11 11,22,20
73705ccb1e6236b667407e756d258738_0_0 31,14,18,29,8
a774cc68773818efdac305b1c3104579_0_17 25,9
ac02fcc04bcfed5033eb9563c66c9c53_0_28 7,29,8,14
936076fcecef26d90f8d245af898d22c_1_2 29,7,3
1ae74a59b6fcc82d6a52b66d96a6662e_0_2 8,0,26,9,1,18
df148ddae6be9be74773962b8e0df788_0_17 11,9,25
ac84d42cddc4341e77230be3b4de6bf8_0_35 9
6165035a5a2c18581f80aa8afc27fe75_0_1 9
a8c0099e1e287a82195deda6aea7267a_0_2 0,26
232d377361a12389b482cc3e0aafb76e_1_5 15,7,22,8
cd434ca757c1877d7090fe389e4950d3_0_6 18,20,11,22,8,29
da9f84ea2791edb6c150a6b2022f9682_0_0 8,29
365dfd51697a23fcad180f497e6778fc_0_5 20,11,22,18,8
879e592ca9c57348d7905ddcf3772dda_0_3 8,18
b80e4c7f882ba67dcd559b86bd923bde_0_2 18,9,26,0,25,8,30,1
14b3f122420668f49ee15a640dfd1489_0_3 9
1c189d212898c2e2452517e051f8c5bc_0_4 16,3
65a708edc72aa567224d15adb1b1c2aa_0_5 26,1,18,8,30,0,25
b1531bd10d9039917afa492697b963ac_0_12 29,8,7,3
d3d2178a67e7cf2376946f3c9ed09bdb_0_3 8
94ba7958fcf9a734ee4ef284d6e6fd4d_0_32 0,25,8,18,29,3
60f3996f0937001d462299e2a7182183_0_0 16,29,8,3
5cccd601d6b8f6fb171d6db8907c0125_0_27 3,16
714be53cedcb9bc1e762b6caa7bbcd6e_0_25 8,20,14,6,31,9,11,22,7,16,18,3
ea1b2b093d91090fdf8984d02c89bd33_0_37 29,3
4bd0179a1cf63dd479ffbbe0ecb7c8f3_1_0 3,16
2cd33693606bd99e5ca83ca05f749f43_1_0 3,8,14,29,31
69472be2b3c202232a8fff376e5843fb_0_4 3,29
c0b474af0581b1eea3903b88ff4f3fb7_0_9 20,18,30,23,3,9,8,16,22
edbd3920a0bd668c5d9771a9114b9716_0_6 30,8
13e8abff4573221a598ea9d2af8358d8_0_29 26,8,30,1
8903c0d67f225dcccfc2a8111d9ce27c_1_0 29,7,14,8
b5461d10a4bb381b44a8c947c64977b4_0_4 0,9,26
d3ea77806d090028135c362b439223ee_0_4 2,21,8,3,29,18
1ff1fa02dfd994b94f3824b1b081fe9d_0_43 3,7,16
66a167bf9e54f0d855d2cb798f18e5b3_0_7 16
2eb6e6492244a7c4be57e7fc5105d54a_0_3 0,26,9
83209fbf2d62795f9dbd6e4c8facdd48_0_2 22,20,18,11,8
cf13eb012ceb7ba7a54122721b473c25_1_4 9,0
997b9e2947a5c9e931d7f4b489dfcb48_1_4 29,14,31
3d11f0453642bc8dabf1ae56ce598dc3_0_7 20,18,11,22,8
e6668bda782f3dde4875e4f22ccc778a_0_0 29,14,8
a9b1c4562b02683db8dc70adc6ddc33d_0_0 3,14,16
e4bdffb79850b962e03b776242453cda_0_4 8,22
e36e4c923a2b7d01c1a64e02f5fee823_0_12 18,22,8
3d6e10304397c453d71e5f3a4f0641aa_0_2 16,3
efc9eb4c84598a47e92fb5200e11db26_0_4 9
ee0dd99281c8a273cc4395b4b8495848_0_95 16,3
4a45159ca4d4ae92f28f11795c778e74_0_6 7,8,29,10,3
0cbb4556e011629020574214e9f08142_0_2 29,3
b34ed838169488289c9bb014d8c62313_0_8 0,9,25,26
5ba6899ef77fe8e297036775cc0eba48_0_9 30,8
7b1a2015826dca9993cea1d4b7956741_0_57 29,8
5247e297aa6c245eb082adb2e46e5ae8_0_16 14,7,3,31,29
869bffede86c7c2ccecfd1cf138328b8_0_0 22,21,11,16,3,20,2,8,5,29
02164f84a9e7321f3071b2214df8c738_0_28 16,21,2,3
800127d07787206171250ceefc7aef2b_0_1 20,2,18,22,21,8,16,3,11
a3ed1af980968ac29d92eb5322fb8409_0_49 18,2,3,14,29,31,21,8
02cac7c79672dda92f08495e46430987_0_8 8,20,6,11,22,5,3,7,16,18,24
42ba7fd03470ad5079e2504cfccea660_0_7 18,5,8
dc17ecd4c74ef56f13c66b17ac7965aa_0_19 9,30
01fab2f9926810f56013d78e9f293dfa_0_11 8,5,30,21,9,2,32,17,18
5206a330a8fc4725ce1a734a25830e70_0_2 8,5,29
046749b166b56c120f7cadc56b6ad086_0_18 8,16,3
f0675899459c04f8183215e840597e16_0_9 3,16,14
21c4d5855fef5e821c3cb5cc1a93ba3e_0_47 29,8
e9c7a15b29373bd41b8ed9ef8f8b908d_0_15 9
9156a045c6c7a06c09a96d92d16291e1_0_6 8,7,29,3,16
08938193a000d97688e9ddf1279c006a_0_0 21,2,3,16,7
3645ffb7d90c562bf4cf2a7aa45d8a74_0_0 19,24,29,6,30,8,18,9
b4baa1e858b855a78eb6587752b6ddcd_0_1 3,29
12ad487fbae67956643d43ba430886a8_0_69 8
b6ef8e1b68ff811454eda42d81ce2c62_0_0 29,8,18
6b1fcc60cfb03935c453b49c0910065a_1_1 16,3
421195f64fe82dc038d5cd2b5a252298_0_2 25,9
028321f3cb95aad64248a8abeeb2edf9_0_0 7,8,29
1b8f56e32175f8a97fd3656304339aa6_0_2 26,1,29,18,3,8
69a84c47a0e60f3f7aae3419ca94219e_0_5 18,22,30,20,8,11
a7ed7b8c8f91afc437112e898d4ea069_0_55 16,3
d1560af194af550510b0603d7b856e22_0_1 16,11,8,3,18,20
26733830f43e3a56bb8f66bdf1a59541_0_8 8,18,29
